state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Tamil Nadu,TIRUVANNAMALAI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,TIRUVANNAMALAI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,TIRUVANNAMALAI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,TUTICORIN,1997,91.16,95.5,35.975,950.5
Tamil Nadu,TUTICORIN,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,TUTICORIN,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,TUTICORIN,2000,104.84,78.66666667,39.475,972
Tamil Nadu,TUTICORIN,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,TUTICORIN,2002,37.58,30.33333333,17.35,318
Tamil Nadu,TUTICORIN,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,TUTICORIN,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,TUTICORIN,2005,123.06,137,67.175,1365.3
Tamil Nadu,TUTICORIN,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,TUTICORIN,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,TUTICORIN,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,TUTICORIN,2009,68.5,88.65,46.05,928.5
Tamil Nadu,TUTICORIN,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,TUTICORIN,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,TUTICORIN,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,TUTICORIN,2013,89.88,59.7,36.725,741.9
Tamil Nadu,VELLORE,1997,91.16,95.5,35.975,950.5
Tamil Nadu,VELLORE,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,VELLORE,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,VELLORE,2000,104.84,78.66666667,39.475,972
Tamil Nadu,VELLORE,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,VELLORE,2002,37.58,30.33333333,17.35,318
Tamil Nadu,VELLORE,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,VELLORE,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,VELLORE,2005,123.06,137,67.175,1365.3
Tamil Nadu,VELLORE,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,VELLORE,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,VELLORE,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,VELLORE,2009,68.5,88.65,46.05,928.5
Tamil Nadu,VELLORE,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,VELLORE,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,VELLORE,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,VELLORE,2013,89.88,59.7,36.725,741.9
Tamil Nadu,VILLUPURAM,1997,91.16,95.5,35.975,950.5
Tamil Nadu,VILLUPURAM,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,VILLUPURAM,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,VILLUPURAM,2000,104.84,78.66666667,39.475,972
Tamil Nadu,VILLUPURAM,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,VILLUPURAM,2002,37.58,30.33333333,17.35,318
Tamil Nadu,VILLUPURAM,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,VILLUPURAM,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,VILLUPURAM,2005,123.06,137,67.175,1365.3
Tamil Nadu,VILLUPURAM,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,VILLUPURAM,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,VILLUPURAM,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,VILLUPURAM,2009,68.5,88.65,46.05,928.5
Tamil Nadu,VILLUPURAM,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,VILLUPURAM,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,VILLUPURAM,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,VILLUPURAM,2013,89.88,59.7,36.725,741.9
Tamil Nadu,VIRUDHUNAGAR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,VIRUDHUNAGAR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,VIRUDHUNAGAR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,VIRUDHUNAGAR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,VIRUDHUNAGAR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,VIRUDHUNAGAR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,VIRUDHUNAGAR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,VIRUDHUNAGAR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,VIRUDHUNAGAR,2005,123.06,137,67.175,1365.3
Tamil Nadu,VIRUDHUNAGAR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,VIRUDHUNAGAR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,VIRUDHUNAGAR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,VIRUDHUNAGAR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,VIRUDHUNAGAR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,VIRUDHUNAGAR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,VIRUDHUNAGAR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,VIRUDHUNAGAR,2013,89.88,59.7,36.725,741.9
Telangana,ADILABAD,1997,130.74,37.56666667,42.6,856
Telangana,ADILABAD,1998,198.52,22.75,52,1093
Telangana,ADILABAD,1999,154.2,11.96666667,55.675,863.8
Telangana,ADILABAD,2000,197.1,7.916666667,79.825,1078
Telangana,ADILABAD,2001,166,30.5,62.55,922.3
Telangana,ADILABAD,2002,137.04,19.43333333,47.625,765.3
Telangana,ADILABAD,2003,179.24,24.48333333,39.1,963.2
Telangana,ADILABAD,2004,107.94,16.25,33.6,667
Telangana,ADILABAD,2005,204.94,38.48333333,43.3,1163.1
Telangana,ADILABAD,2006,178.16,17.58333333,58.05,1053
Telangana,ADILABAD,2007,164.18,8.983333333,46.5,843.3
Telangana,ADILABAD,2008,175.8,26.65,65.525,1035.3
Telangana,ADILABAD,2009,123.14,17.06666667,26.375,666.3
Telangana,ADILABAD,2010,235.82,27.6,39.75,1276.4
Telangana,ADILABAD,2011,139.9,5.433333333,30.35,753.1
Telangana,ADILABAD,2013,253.02,42.76666667,61.625,1348.7
Telangana,ADILABAD,2014,117.98,17.08333333,51.05,746.4
Telangana,HYDERABAD,1997,130.74,37.56666667,42.6,856
Telangana,HYDERABAD,1998,198.52,22.75,52,1093
Telangana,HYDERABAD,1999,154.2,11.96666667,55.675,863.8
Telangana,HYDERABAD,2000,197.1,7.916666667,79.825,1078
Telangana,KARIMNAGAR,1997,130.74,37.56666667,42.6,856
Telangana,KARIMNAGAR,1998,198.52,22.75,52,1093
Telangana,KARIMNAGAR,1999,154.2,11.96666667,55.675,863.8
Telangana,KARIMNAGAR,2000,197.1,7.916666667,79.825,1078
Telangana,KARIMNAGAR,2001,166,30.5,62.55,922.3
Telangana,KARIMNAGAR,2002,137.04,19.43333333,47.625,765.3
Telangana,KARIMNAGAR,2003,179.24,24.48333333,39.1,963.2
Telangana,KARIMNAGAR,2004,107.94,16.25,33.6,667
Telangana,KARIMNAGAR,2005,204.94,38.48333333,43.3,1163.1
Telangana,KARIMNAGAR,2006,178.16,17.58333333,58.05,1053
Telangana,KARIMNAGAR,2007,164.18,8.983333333,46.5,843.3
Telangana,KARIMNAGAR,2008,175.8,26.65,65.525,1035.3
Telangana,KARIMNAGAR,2009,123.14,17.06666667,26.375,666.3
Telangana,KARIMNAGAR,2010,235.82,27.6,39.75,1276.4
Telangana,KARIMNAGAR,2011,139.9,5.433333333,30.35,753.1
Telangana,KARIMNAGAR,2013,253.02,42.76666667,61.625,1348.7
Telangana,KARIMNAGAR,2014,117.98,17.08333333,51.05,746.4
Telangana,KHAMMAM,1997,130.74,37.56666667,42.6,856
Telangana,KHAMMAM,1998,198.52,22.75,52,1093
Telangana,KHAMMAM,1999,154.2,11.96666667,55.675,863.8
Telangana,KHAMMAM,2000,197.1,7.916666667,79.825,1078
Telangana,KHAMMAM,2001,166,30.5,62.55,922.3
Telangana,KHAMMAM,2002,137.04,19.43333333,47.625,765.3
Telangana,KHAMMAM,2003,179.24,24.48333333,39.1,963.2
Telangana,KHAMMAM,2004,107.94,16.25,33.6,667
Telangana,KHAMMAM,2005,204.94,38.48333333,43.3,1163.1
Telangana,KHAMMAM,2006,178.16,17.58333333,58.05,1053
Telangana,KHAMMAM,2007,164.18,8.983333333,46.5,843.3
Telangana,KHAMMAM,2008,175.8,26.65,65.525,1035.3
Telangana,KHAMMAM,2009,123.14,17.06666667,26.375,666.3
Telangana,KHAMMAM,2010,235.82,27.6,39.75,1276.4
Telangana,KHAMMAM,2011,139.9,5.433333333,30.35,753.1
Telangana,KHAMMAM,2013,253.02,42.76666667,61.625,1348.7
Telangana,KHAMMAM,2014,117.98,17.08333333,51.05,746.4
Telangana,MAHBUBNAGAR,1997,130.74,37.56666667,42.6,856
Telangana,MAHBUBNAGAR,1998,198.52,22.75,52,1093
Telangana,MAHBUBNAGAR,1999,154.2,11.96666667,55.675,863.8
Telangana,MAHBUBNAGAR,2000,197.1,7.916666667,79.825,1078
Telangana,MAHBUBNAGAR,2001,166,30.5,62.55,922.3
Telangana,MAHBUBNAGAR,2002,137.04,19.43333333,47.625,765.3
Telangana,MAHBUBNAGAR,2003,179.24,24.48333333,39.1,963.2
Telangana,MAHBUBNAGAR,2004,107.94,16.25,33.6,667
Telangana,MAHBUBNAGAR,2005,204.94,38.48333333,43.3,1163.1
Telangana,MAHBUBNAGAR,2006,178.16,17.58333333,58.05,1053
Telangana,MAHBUBNAGAR,2007,164.18,8.983333333,46.5,843.3
Telangana,MAHBUBNAGAR,2008,175.8,26.65,65.525,1035.3
Telangana,MAHBUBNAGAR,2009,123.14,17.06666667,26.375,666.3
Telangana,MAHBUBNAGAR,2010,235.82,27.6,39.75,1276.4
Telangana,MAHBUBNAGAR,2011,139.9,5.433333333,30.35,753.1
Telangana,MAHBUBNAGAR,2013,253.02,42.76666667,61.625,1348.7
Telangana,MAHBUBNAGAR,2014,117.98,17.08333333,51.05,746.4
Telangana,MEDAK,1997,130.74,37.56666667,42.6,856
Telangana,MEDAK,1998,198.52,22.75,52,1093
Telangana,MEDAK,1999,154.2,11.96666667,55.675,863.8
Telangana,MEDAK,2000,197.1,7.916666667,79.825,1078
Telangana,MEDAK,2001,166,30.5,62.55,922.3
Telangana,MEDAK,2002,137.04,19.43333333,47.625,765.3
Telangana,MEDAK,2003,179.24,24.48333333,39.1,963.2
Telangana,MEDAK,2004,107.94,16.25,33.6,667
Telangana,MEDAK,2005,204.94,38.48333333,43.3,1163.1
Telangana,MEDAK,2006,178.16,17.58333333,58.05,1053
Telangana,MEDAK,2007,164.18,8.983333333,46.5,843.3
Telangana,MEDAK,2008,175.8,26.65,65.525,1035.3
Telangana,MEDAK,2009,123.14,17.06666667,26.375,666.3
Telangana,MEDAK,2010,235.82,27.6,39.75,1276.4
Telangana,MEDAK,2011,139.9,5.433333333,30.35,753.1
Telangana,MEDAK,2013,253.02,42.76666667,61.625,1348.7
Telangana,MEDAK,2014,117.98,17.08333333,51.05,746.4
Telangana,NALGONDA,1997,130.74,37.56666667,42.6,856
Telangana,NALGONDA,1998,198.52,22.75,52,1093
Telangana,NALGONDA,1999,154.2,11.96666667,55.675,863.8
Telangana,NALGONDA,2000,197.1,7.916666667,79.825,1078
Telangana,NALGONDA,2001,166,30.5,62.55,922.3
Telangana,NALGONDA,2002,137.04,19.43333333,47.625,765.3
Telangana,NALGONDA,2003,179.24,24.48333333,39.1,963.2
Telangana,NALGONDA,2004,107.94,16.25,33.6,667
Telangana,NALGONDA,2005,204.94,38.48333333,43.3,1163.1
Telangana,NALGONDA,2006,178.16,17.58333333,58.05,1053
Telangana,NALGONDA,2007,164.18,8.983333333,46.5,843.3
Telangana,NALGONDA,2008,175.8,26.65,65.525,1035.3
Telangana,NALGONDA,2009,123.14,17.06666667,26.375,666.3
Telangana,NALGONDA,2010,235.82,27.6,39.75,1276.4
Telangana,NALGONDA,2011,139.9,5.433333333,30.35,753.1
Telangana,NALGONDA,2013,253.02,42.76666667,61.625,1348.7
Telangana,NALGONDA,2014,117.98,17.08333333,51.05,746.4
Telangana,NIZAMABAD,1997,130.74,37.56666667,42.6,856
Telangana,NIZAMABAD,1998,198.52,22.75,52,1093
Telangana,NIZAMABAD,1999,154.2,11.96666667,55.675,863.8
Telangana,NIZAMABAD,2000,197.1,7.916666667,79.825,1078
Telangana,NIZAMABAD,2001,166,30.5,62.55,922.3
Telangana,NIZAMABAD,2002,137.04,19.43333333,47.625,765.3
Telangana,NIZAMABAD,2003,179.24,24.48333333,39.1,963.2
Telangana,NIZAMABAD,2004,107.94,16.25,33.6,667
Telangana,NIZAMABAD,2005,204.94,38.48333333,43.3,1163.1
Telangana,NIZAMABAD,2006,178.16,17.58333333,58.05,1053
Telangana,NIZAMABAD,2007,164.18,8.983333333,46.5,843.3
Telangana,NIZAMABAD,2008,175.8,26.65,65.525,1035.3
Telangana,NIZAMABAD,2009,123.14,17.06666667,26.375,666.3
Telangana,NIZAMABAD,2010,235.82,27.6,39.75,1276.4
Telangana,NIZAMABAD,2011,139.9,5.433333333,30.35,753.1
Telangana,NIZAMABAD,2013,253.02,42.76666667,61.625,1348.7
Telangana,NIZAMABAD,2014,117.98,17.08333333,51.05,746.4
Telangana,RANGAREDDI,1997,130.74,37.56666667,42.6,856
Telangana,RANGAREDDI,1998,198.52,22.75,52,1093
Telangana,RANGAREDDI,1999,154.2,11.96666667,55.675,863.8
Telangana,RANGAREDDI,2000,197.1,7.916666667,79.825,1078
Telangana,RANGAREDDI,2001,166,30.5,62.55,922.3
Telangana,RANGAREDDI,2002,137.04,19.43333333,47.625,765.3
Telangana,RANGAREDDI,2003,179.24,24.48333333,39.1,963.2
Telangana,RANGAREDDI,2004,107.94,16.25,33.6,667
Telangana,RANGAREDDI,2005,204.94,38.48333333,43.3,1163.1
Telangana,RANGAREDDI,2006,178.16,17.58333333,58.05,1053
Telangana,RANGAREDDI,2007,164.18,8.983333333,46.5,843.3
Telangana,RANGAREDDI,2008,175.8,26.65,65.525,1035.3
Telangana,RANGAREDDI,2009,123.14,17.06666667,26.375,666.3
Telangana,RANGAREDDI,2010,235.82,27.6,39.75,1276.4
Telangana,RANGAREDDI,2011,139.9,5.433333333,30.35,753.1
Telangana,RANGAREDDI,2013,253.02,42.76666667,61.625,1348.7
Telangana,RANGAREDDI,2014,117.98,17.08333333,51.05,746.4
Telangana,WARANGAL,1997,130.74,37.56666667,42.6,856
Telangana,WARANGAL,1998,198.52,22.75,52,1093
Telangana,WARANGAL,1999,154.2,11.96666667,55.675,863.8
Telangana,WARANGAL,2000,197.1,7.916666667,79.825,1078
Telangana,WARANGAL,2001,166,30.5,62.55,922.3
Telangana,WARANGAL,2002,137.04,19.43333333,47.625,765.3
Telangana,WARANGAL,2003,179.24,24.48333333,39.1,963.2
Telangana,WARANGAL,2004,107.94,16.25,33.6,667
Telangana,WARANGAL,2005,204.94,38.48333333,43.3,1163.1
Telangana,WARANGAL,2006,178.16,17.58333333,58.05,1053
Telangana,WARANGAL,2007,164.18,8.983333333,46.5,843.3
Telangana,WARANGAL,2008,175.8,26.65,65.525,1035.3
Telangana,WARANGAL,2009,123.14,17.06666667,26.375,666.3
Telangana,WARANGAL,2010,235.82,27.6,39.75,1276.4
Telangana,WARANGAL,2011,139.9,5.433333333,30.35,753.1
Telangana,WARANGAL,2013,253.02,42.76666667,61.625,1348.7
Telangana,WARANGAL,2014,117.98,17.08333333,51.05,746.4
Tripura,DHALAI,1998,,,,
Tripura,DHALAI,1999,,,,
Tripura,DHALAI,2000,,,,
Tripura,DHALAI,2001,,,,
Tripura,DHALAI,2002,,,,
Tripura,DHALAI,2003,,,,
Tripura,DHALAI,2004,,,,
Tripura,DHALAI,2005,,,,
Tripura,DHALAI,2006,,,,
Tripura,DHALAI,2007,,,,
Tripura,DHALAI,2008,,,,
Tripura,DHALAI,2009,,,,
Tripura,DHALAI,2010,,,,
Tripura,DHALAI,2011,,,,
Tripura,DHALAI,2012,,,,
Tripura,DHALAI,2013,,,,
Tripura,DHALAI,2014,,,,
Tripura,GOMATI,2012,,,,
Tripura,GOMATI,2013,,,,
Tripura,GOMATI,2014,,,,
Tripura,KHOWAI,2012,,,,
Tripura,KHOWAI,2013,,,,
Tripura,KHOWAI,2014,,,,
Tripura,NORTH TRIPURA,1998,,,,
Tripura,NORTH TRIPURA,1999,,,,
Tripura,NORTH TRIPURA,2000,,,,
Tripura,NORTH TRIPURA,2001,,,,
Tripura,NORTH TRIPURA,2002,,,,
Tripura,NORTH TRIPURA,2003,,,,
Tripura,NORTH TRIPURA,2004,,,,
Tripura,NORTH TRIPURA,2005,,,,
Tripura,NORTH TRIPURA,2006,,,,
Tripura,NORTH TRIPURA,2007,,,,
Tripura,NORTH TRIPURA,2008,,,,
Tripura,NORTH TRIPURA,2009,,,,
Tripura,NORTH TRIPURA,2010,,,,
Tripura,NORTH TRIPURA,2011,,,,
Tripura,NORTH TRIPURA,2012,,,,
Tripura,NORTH TRIPURA,2013,,,,
Tripura,NORTH TRIPURA,2014,,,,
Tripura,SEPAHIJALA,2012,,,,
Tripura,SEPAHIJALA,2013,,,,
Tripura,SEPAHIJALA,2014,,,,
Tripura,SOUTH TRIPURA,1998,,,,
Tripura,SOUTH TRIPURA,1999,,,,
Tripura,SOUTH TRIPURA,2000,,,,
Tripura,SOUTH TRIPURA,2001,,,,
Tripura,SOUTH TRIPURA,2002,,,,
Tripura,SOUTH TRIPURA,2003,,,,
Tripura,SOUTH TRIPURA,2004,,,,
Tripura,SOUTH TRIPURA,2005,,,,
Tripura,SOUTH TRIPURA,2006,,,,
Tripura,SOUTH TRIPURA,2007,,,,
Tripura,SOUTH TRIPURA,2008,,,,
Tripura,SOUTH TRIPURA,2009,,,,
Tripura,SOUTH TRIPURA,2010,,,,
Tripura,SOUTH TRIPURA,2011,,,,
Tripura,SOUTH TRIPURA,2012,,,,
Tripura,SOUTH TRIPURA,2013,,,,
Tripura,SOUTH TRIPURA,2014,,,,
Tripura,UNAKOTI,2012,,,,
Tripura,UNAKOTI,2013,,,,
Tripura,UNAKOTI,2014,,,,
Tripura,WEST TRIPURA,1998,,,,
Tripura,WEST TRIPURA,1999,,,,
Tripura,WEST TRIPURA,2000,,,,
Tripura,WEST TRIPURA,2001,,,,
Tripura,WEST TRIPURA,2002,,,,
Tripura,WEST TRIPURA,2003,,,,
Tripura,WEST TRIPURA,2004,,,,
Tripura,WEST TRIPURA,2005,,,,
Tripura,WEST TRIPURA,2006,,,,
Tripura,WEST TRIPURA,2007,,,,
Tripura,WEST TRIPURA,2008,,,,
Tripura,WEST TRIPURA,2009,,,,
Tripura,WEST TRIPURA,2010,,,,
Tripura,WEST TRIPURA,2011,,,,
Tripura,WEST TRIPURA,2012,,,,
Tripura,WEST TRIPURA,2013,,,,
Tripura,WEST TRIPURA,2014,,,,
Uttar Pradesh,AGRA,1997,,,,
Uttar Pradesh,AGRA,1998,,,,
Uttar Pradesh,AGRA,1999,,,,
Uttar Pradesh,AGRA,2000,,,,
Uttar Pradesh,AGRA,2001,,,,
Uttar Pradesh,AGRA,2002,,,,
Uttar Pradesh,AGRA,2003,,,,
Uttar Pradesh,AGRA,2004,,,,
Uttar Pradesh,AGRA,2005,,,,
Uttar Pradesh,AGRA,2006,,,,
Uttar Pradesh,AGRA,2007,,,,
Uttar Pradesh,AGRA,2008,,,,
Uttar Pradesh,AGRA,2009,,,,
Uttar Pradesh,AGRA,2010,,,,
Uttar Pradesh,AGRA,2011,,,,
Uttar Pradesh,AGRA,2012,,,,
Uttar Pradesh,AGRA,2013,,,,
Uttar Pradesh,AGRA,2014,,,,
Uttar Pradesh,ALIGARH,1997,,,,
Uttar Pradesh,ALIGARH,1998,,,,
Uttar Pradesh,ALIGARH,1999,,,,
Uttar Pradesh,ALIGARH,2000,,,,
Uttar Pradesh,ALIGARH,2001,,,,
Uttar Pradesh,ALIGARH,2002,,,,
Uttar Pradesh,ALIGARH,2003,,,,
Uttar Pradesh,ALIGARH,2004,,,,
Uttar Pradesh,ALIGARH,2005,,,,
Uttar Pradesh,ALIGARH,2006,,,,
Uttar Pradesh,ALIGARH,2007,,,,
Uttar Pradesh,ALIGARH,2008,,,,
Uttar Pradesh,ALIGARH,2009,,,,
Uttar Pradesh,ALIGARH,2010,,,,
Uttar Pradesh,ALIGARH,2011,,,,
Uttar Pradesh,ALIGARH,2012,,,,
Uttar Pradesh,ALIGARH,2013,,,,
Uttar Pradesh,ALIGARH,2014,,,,
Uttar Pradesh,ALLAHABAD,1997,,,,
Uttar Pradesh,ALLAHABAD,1998,,,,
Uttar Pradesh,ALLAHABAD,1999,,,,
Uttar Pradesh,ALLAHABAD,2000,,,,
Uttar Pradesh,ALLAHABAD,2001,,,,
Uttar Pradesh,ALLAHABAD,2002,,,,
Uttar Pradesh,ALLAHABAD,2003,,,,
Uttar Pradesh,ALLAHABAD,2004,,,,
Uttar Pradesh,ALLAHABAD,2005,,,,
Uttar Pradesh,ALLAHABAD,2006,,,,
Uttar Pradesh,ALLAHABAD,2007,,,,
Uttar Pradesh,ALLAHABAD,2008,,,,
Uttar Pradesh,ALLAHABAD,2009,,,,
Uttar Pradesh,ALLAHABAD,2010,,,,
Uttar Pradesh,ALLAHABAD,2011,,,,
Uttar Pradesh,ALLAHABAD,2012,,,,
Uttar Pradesh,ALLAHABAD,2013,,,,
Uttar Pradesh,ALLAHABAD,2014,,,,
Uttar Pradesh,AMBEDKAR NAGAR,1997,,,,
Uttar Pradesh,AMBEDKAR NAGAR,1998,,,,
Uttar Pradesh,AMBEDKAR NAGAR,1999,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2000,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2001,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2002,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2003,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2004,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2005,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2006,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2007,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2008,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2009,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2010,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2011,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2012,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2013,,,,
Uttar Pradesh,AMBEDKAR NAGAR,2014,,,,
Uttar Pradesh,AMETHI,2010,,,,
Uttar Pradesh,AMETHI,2011,,,,
Uttar Pradesh,AMETHI,2012,,,,
Uttar Pradesh,AMETHI,2013,,,,
Uttar Pradesh,AMETHI,2014,,,,
Uttar Pradesh,AMROHA,1997,,,,
Uttar Pradesh,AMROHA,1998,,,,
Uttar Pradesh,AMROHA,1999,,,,
Uttar Pradesh,AMROHA,2000,,,,
Uttar Pradesh,AMROHA,2001,,,,
Uttar Pradesh,AMROHA,2002,,,,
Uttar Pradesh,AMROHA,2003,,,,
Uttar Pradesh,AMROHA,2004,,,,
Uttar Pradesh,AMROHA,2005,,,,
Uttar Pradesh,AMROHA,2006,,,,
Uttar Pradesh,AMROHA,2007,,,,
Uttar Pradesh,AMROHA,2008,,,,
Uttar Pradesh,AMROHA,2009,,,,
Uttar Pradesh,AMROHA,2010,,,,
Uttar Pradesh,AMROHA,2011,,,,
Uttar Pradesh,AMROHA,2012,,,,
Uttar Pradesh,AMROHA,2013,,,,
Uttar Pradesh,AMROHA,2014,,,,
Uttar Pradesh,AURAIYA,1997,,,,
Uttar Pradesh,AURAIYA,1998,,,,
Uttar Pradesh,AURAIYA,1999,,,,
Uttar Pradesh,AURAIYA,2000,,,,
Uttar Pradesh,AURAIYA,2001,,,,
Uttar Pradesh,AURAIYA,2002,,,,
Uttar Pradesh,AURAIYA,2003,,,,
Uttar Pradesh,AURAIYA,2004,,,,
Uttar Pradesh,AURAIYA,2005,,,,
Uttar Pradesh,AURAIYA,2006,,,,
Uttar Pradesh,AURAIYA,2007,,,,
Uttar Pradesh,AURAIYA,2008,,,,
Uttar Pradesh,AURAIYA,2009,,,,
Uttar Pradesh,AURAIYA,2010,,,,
Uttar Pradesh,AURAIYA,2011,,,,
Uttar Pradesh,AURAIYA,2012,,,,
Uttar Pradesh,AURAIYA,2013,,,,
Uttar Pradesh,AURAIYA,2014,,,,
Uttar Pradesh,AZAMGARH,1997,,,,
Uttar Pradesh,AZAMGARH,1998,,,,
Uttar Pradesh,AZAMGARH,1999,,,,
Uttar Pradesh,AZAMGARH,2000,,,,
Uttar Pradesh,AZAMGARH,2001,,,,
Uttar Pradesh,AZAMGARH,2002,,,,
Uttar Pradesh,AZAMGARH,2003,,,,
Uttar Pradesh,AZAMGARH,2004,,,,
Uttar Pradesh,AZAMGARH,2005,,,,
Uttar Pradesh,AZAMGARH,2006,,,,
Uttar Pradesh,AZAMGARH,2007,,,,
Uttar Pradesh,AZAMGARH,2008,,,,
Uttar Pradesh,AZAMGARH,2009,,,,
Uttar Pradesh,AZAMGARH,2010,,,,
Uttar Pradesh,AZAMGARH,2011,,,,
Uttar Pradesh,AZAMGARH,2012,,,,
Uttar Pradesh,AZAMGARH,2013,,,,
Uttar Pradesh,AZAMGARH,2014,,,,
Uttar Pradesh,BAGHPAT,1997,,,,
Uttar Pradesh,BAGHPAT,1998,,,,
Uttar Pradesh,BAGHPAT,1999,,,,
Uttar Pradesh,BAGHPAT,2000,,,,
Uttar Pradesh,BAGHPAT,2001,,,,
Uttar Pradesh,BAGHPAT,2002,,,,
Uttar Pradesh,BAGHPAT,2003,,,,
Uttar Pradesh,BAGHPAT,2004,,,,
Uttar Pradesh,BAGHPAT,2005,,,,
Uttar Pradesh,BAGHPAT,2006,,,,
Uttar Pradesh,BAGHPAT,2007,,,,
Uttar Pradesh,BAGHPAT,2008,,,,
Uttar Pradesh,BAGHPAT,2009,,,,
Uttar Pradesh,BAGHPAT,2010,,,,
Uttar Pradesh,BAGHPAT,2011,,,,
Uttar Pradesh,BAGHPAT,2012,,,,
Uttar Pradesh,BAGHPAT,2013,,,,
Uttar Pradesh,BAGHPAT,2014,,,,
Uttar Pradesh,BAHRAICH,1997,,,,
Uttar Pradesh,BAHRAICH,1998,,,,
Uttar Pradesh,BAHRAICH,1999,,,,
Uttar Pradesh,BAHRAICH,2000,,,,
Uttar Pradesh,BAHRAICH,2001,,,,
Uttar Pradesh,BAHRAICH,2002,,,,
Uttar Pradesh,BAHRAICH,2003,,,,
Uttar Pradesh,BAHRAICH,2004,,,,
Uttar Pradesh,BAHRAICH,2005,,,,
Uttar Pradesh,BAHRAICH,2006,,,,
Uttar Pradesh,BAHRAICH,2007,,,,
Uttar Pradesh,BAHRAICH,2008,,,,
Uttar Pradesh,BAHRAICH,2009,,,,
Uttar Pradesh,BAHRAICH,2010,,,,
Uttar Pradesh,BAHRAICH,2011,,,,
Uttar Pradesh,BAHRAICH,2012,,,,
Uttar Pradesh,BAHRAICH,2013,,,,
Uttar Pradesh,BAHRAICH,2014,,,,
Uttar Pradesh,BALLIA,1997,,,,
Uttar Pradesh,BALLIA,1998,,,,
Uttar Pradesh,BALLIA,1999,,,,
Uttar Pradesh,BALLIA,2000,,,,
Uttar Pradesh,BALLIA,2001,,,,
